URL,Title,Agency,Subagency,Category,Date Released,Date Updated,Time Period,Frequency,Description,Data.gov Data Category Type,Specialized Data Category Designation,Keywords,Citation,Agency Program Page,Agency Data Series Page,Unit of Analysis,Granularity,Geographic Coverage,Collection Mode,Data Collection Instrument,Data Dictionary/Variable List,Applicable Agency Information Quality Guideline Designation,Data Quality Certification,Privacy and Confidentiality,Technical Documentation,Additional Metadata,FGDC Compliance (Geospatial Only),Statistical Methodology,Sampling,Estimation,Weighting,Disclosure Avoidance,Questionnaire Design,Series Breaks,Non-response Adjustment,Seasonal Adjustment,Statistical Characteristics,Feeds Access Point,Feeds File Size,XML Access Point,XML File Size,CSV/TXT Access Point,CSV/TXT File Size,XLS Access Point,XLS File Size,KML/KMZ Access Point,KML File Size,ESRI Access Point,ESRI File Size,Map Access Point,Data Extraction Access Point,Widget Access Point
http://www.data.gov/details/805,Hospice Medicare Cost Report Data - FY 1999-2009,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Health and Nutrition,07/30/09,06/30/09,1999-2009,Quarterly,A collection of Hospice Medicare cost report data from the CMS Form 1984-99.  ,Raw Data Catalog,Statistical,"Hospice, HCRIS, Reimbursement, Days",N/A,<a href="http://www.cms.hhs.gov/costreports">http://www.cms.hhs.gov/costreports</a>,<a href="http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage">http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage</a>,Hospice,Zip Code,USA,Computer,<a href="http://www.cms.hhs.gov/CostReports/05_Hospice.asp#TopOfPage">http://www.cms.hhs.gov/CostReports/05_Hospice.asp#TopOfPage</a>,<a href="http://www.cms.hhs.gov/CostReports/05_Hospice.asp#TopOfPage">http://www.cms.hhs.gov/CostReports/05_Hospice.asp#TopOfPage</a>,CMS,Yes,Not Relevant,<a href="http://www.cms.hhs.gov/CostReports/05_Hospice.asp#TopOfPage">http://www.cms.hhs.gov/CostReports/05_Hospice.asp#TopOfPage</a>,,,,,,,,,,,,,,,,,http://www.cms.hhs.gov/CostReports/downloads/HOSPICEallyears.zip,31 MB,,,,,,,,,
http://www.data.gov/details/806,Country Specific Information,Department of State,,National Security and Veterans Affairs,03/01/07,08/07/09,months,daily,"Country Specific Information is available for every country of the world. It includes such information as location of the U.S. embassy or consulate in the subject country, unusual immigration practices, health conditions, minor political disturbances, unusual currency and entry regulations, crime and security information, and drug penalties",Tool Catalog,Other,"country, international, regional, citizen, security, disaster, risk, country, health, crime, political, regulation, embassy, consulate",<a href="http://travel.state.gov/news/news_3162.html">http://travel.state.gov/news/news_3162.html</a>,<a href="http://travel.state.gov/news/news_3162.html">http://travel.state.gov/news/news_3162.html</a>,<a href="http://www.travel.state.gov/travel/cis_pa_tw/cis/cis_1765.xml">http://www.travel.state.gov/travel/cis_pa_tw/cis/cis_1765.xml</a>,news updates,country,international ,computer,computer,"notifications, travel, country, alerts, warnings, abroad,  health, crime, currency, instability, security, terrorism ",Department of State,Yes,Yes,<a href="http://travel.state.gov/news/news_3162.html">http://travel.state.gov/news/news_3162.html</a>,,,,,,,,,,,,,http://www.travel.state.gov/travel/cis_pa_tw/cis/cis_1765.xml,5027K,,,,,,,,,,,,,
http://www.data.gov/details/807,National Household Education Survey,Department of Education,National Center for Education Statistics,Education,9/1/1991,10/27/2008,current school year,approximately every two years,"This household based survey provides descriptive data on the educational activities of the U.S. population and offers  a variety of statistics on the condition of education in the United States. The NHES surveys cover learning at all ages, from early childhood to school age through adulthood. The NHES has been conducted since 1991 and has modules covering early childhood care, parent and family involvement in education, after school program participation, school safety, library usage, adult education, school readiness and civic involvement.",Tool Catalog,Statistical,"day care, preschool, school readiness, civic involvement, adult education, parent involvement, after school programs, library use, school sports, school safety, parent background, school communication, student characteristics, NCES, education",<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,non-institutional U.S. population,national estimates only,National,phone,<a href="http://nces.ed.gov/nhes/questionnaires.asp">http://nces.ed.gov/nhes/questionnaires.asp</a>,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,U.S. Department of Education,Yes,Yes,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,,,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,,<a href="http://nces.ed.gov/nhes/dataproducts.asp">http://nces.ed.gov/nhes/dataproducts.asp</a>,,,,,,,,,,,,,,http://nces.ed.gov/nhes/dataproducts.asp,
http://www.data.gov/details/840,2007 National RCRA Hazardous Waste Biennial Report Data Files,Environmental Protection Agency,,Geography and Environment,12/1/2008 0:00,7/2/2009 0:00,01/01/2007 - 12/31/2007,Biennial,"The United States Environmental Protection Agency (EPA), in cooperation with the States, biennially collects information regarding the generation, management, and final disposition of hazardous wastes regulated under the Resource Conservation and Recovery Act of 1976 (RCRA), as amended. Collection, validation and verification of the Biennial Report (BR) data is the responsibility of RCRA authorized states and regions. EPA does not modify the data reported by the states or regions. Any questions regarding the information reported for a RCRA handler should be directed to the state agency or region responsible for the BR data collection.BR is a national program that collects data on the generation, management and minimization or hazardous waste. BR captures detailed data on the generation of hazardous waste from large quantity generators and data on waste management practices from treatment, storage and disposal facilities. These data are collected every other year and provide the ability to perform trend analysis.",Tool Catalog,Administrative,"RCRAInfo, Office of Solid Waste Emergency Response, Resource Conservation, State, Biennial Report, Waste, Hazardous Waste, RCRA, Large Quantity Generator, LQG, Small Quanitity Generator, SQG, Treatment, Storage, Disposal, TSD, BRS, Biennial Report System, RCRIS, National","2007 Biennial Report, U.S. EPA, December 2008, <a href=""http://www.epa.gov/waste/inforesources/data/biennialreport/index.htm"">http://www.epa.gov/waste/inforesources/data/biennialreport/index.htm</a>",Wastes,Hazardous Waste Data,"State, Facility",Facility,Nationwide,computer/electronic,,,EPA,Yes,Yes,<a href="http://www.epa.gov/waste/inforesources/data/index.htm">http://www.epa.gov/waste/inforesources/data/index.htm</a>,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.epa.gov/rcrainfodata/br_2007/,
http://www.data.gov/details/841,Aerometric Information Retrieval System (AIRS) Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated monthly,The Aerometric Information Retrieval System (AIRS) widget allows users to enter a specific location and retrieve facilities in the area of interest that produce air emissions as reported by the Aerometric Information Retrieval System (AIRS).,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, air, AIRS, air emissions, air facilities, Aerometric Information Retrieval System, pollution",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Individual facility,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/airs.html
http://www.data.gov/details/842,Brownfields Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated monthly,"The Brownfields widget identifies potential redevelopment, brownfields sites within a user-specified area of interest",Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, redevelopment, brownfields, hazardous waste, contaminant",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Facilities,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/brownfields.html
http://www.data.gov/details/843,Biennial Reporting System (BRS) Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated every 2 years,The Biennial Reporting System (BRS) widget allows users to retrieve hazardous waste information for large quantity generators for an area of interest as reported by the Biennial Reporting System,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, waste, hazardous waste, BRS, facilities, biennial reporting system, large quantity generators",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Facilities,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/brs.html
http://www.data.gov/details/844,Cleanups in my Community Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated monthly,"The Cleanups in my Community widget returns facilities within the area of interest that are in the process of being cleaned up, or have been cleaned up, by programs falling under the Cleanups in my Community Banner",Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, redevelopment, brownfields, hazardous waste, ACRES, cleanup, community, cleanups in my community, Superfund, CERCLA, RCRA, corrective action, NPL, National Priority List, Resource Conservaton and Recovery Act, Federal facilities, facility, facilities, waste sites",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Facilities,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/cleanups.html
http://www.data.gov/details/845,Enforcement and Compliance History Online (ECHO) Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated quarterly,The Enforcement and Compliance History Online (ECHO) widget displays the compliance records of larger facilities within a user-specified area of interest as reported by Enforcement Compliance and History Online,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, enforcement, compliance, Clean Air Act, Clean Water Act, NPDES, RCRA, facility, facilities, company, corporate, ECHO",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Facility,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/echo.html
http://www.data.gov/details/846,Envirofacts Quick Start Widget,Environmental Protection Agency,,Geography and Environment,,,,Various,The Envirofacts Quick Start widget displays a variety of environmental information based on a user-specified area of interest,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, air, water, land, emissions, facilities",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Various,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/quickStart.html
http://www.data.gov/details/847,Facility Registration System (FRS) Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated daily,The Facility Registry System (FRS) widget returns facilities in a user-specified area of interest that report to more than one EPA program system as reported by the Facility Registry System,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, facilities, FRS, facility registry system, AFS, AQS, BMS, PCS, CAMDBS, CERCLIS, ICIS, RCRAInfo, RMP, SDWIS, TRI",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Facilities,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/frs.html
http://www.data.gov/details/848,Grants Information and Control System (GICS) Widget,Environmental Protection Agency,,Geography and Environment,,,,Static as of March 2008,The Grants Information and Control System (GICS) widget returns EPA grant awards in a user-specified area of interest as reported by the Grants Information and Control System,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, grants, environmental grants",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Individual grant recipients,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/gics.html
http://www.data.gov/details/849,Information Collection Rule (ICR) Widget,Environmental Protection Agency,,Geography and Environment,12/31/1998,09/01/2009,July 1997 - December 1998,Complete,The Information Collection Request (ICR) widget allows users to find water microbial and disinfection byproduct data for each state as reported by the Information Collection Rule,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, ICR, Information Collection Rule, microbial, disinfection, water, drinking water",Information Collection Rule (ICR) Widget; <a href="http://www.epa.gov/enviro/widgets/icr.html">http://www.epa.gov/enviro/widgets/icr.html</a>,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Public water system,,U.S.,,,,USEPA,Yes,Yes,<a href="http://www.epa.gov/enviro/html/icr/caution.html">http://www.epa.gov/enviro/html/icr/caution.html</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/icr.html
http://www.data.gov/details/850,MyEnvironment Widget,Environmental Protection Agency,,Geography and Environment,,,,Various,The MyEnvironment widget displays a variety of environmental information based on a user-specified area of interest,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, air, water, land, emissions, MyEnvironment, facilities, facility, pollution, toxic",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Various,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/myenv.html
http://www.data.gov/details/851,Permit Compliance System (PCS) Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated monthly,The Permit Compliance System (PCS) widget allows users to enter a specific geography and retrieve companies that have been issued permits to discharge waste water into rivers in the area of interest as reported by the Permit Compliance System.,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, water, PCS, permit compliance system, water discharge, waste water, NPDES, pollution",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Individual facility,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/pcs.html
http://www.data.gov/details/852,Radiation Information Database (RADINFO) Widget,Environmental Protection Agency,,Geography and Environment,,,,??,The Radiation Information Database (RADINFO) widget displays facilities in a user-specified area of interest that are regulated by EPA for radiation and radioactivity as reported by the Radiation Information Database (RADINFO).,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, radiation, radioactivity",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Facilities,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/radinfo.html
http://www.data.gov/details/853,Resource Conservation and Recovery Act (RCRA) Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated monthly,The Resource Conservation and Recovery Act (RCRA) widget reports facilities with hazardous waste activities for a user-specified area of interest as reported under Resource Conservation and Recovery Act requirements,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, waste, hazardous waste, RCRA, Resource Conservation and Recovery Act, facilities, facility",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Facilities,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/rcra.html
http://www.data.gov/details/854,Safe Drinking Water Information System (SDWIS) Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated quarterly,The Safe Drinking Water Information System (SDWIS) widget allows users to determine the public water systems for a specific county that have violations reported in SDWIS,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, water, drinking water, safe drinking water, violations, SDWIS, safe drinking water information system",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Individual facility,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/sdwis.html
http://www.data.gov/details/855,Superfund (CERCLIS) Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated monthly,The Superfund Widget allows users to enter a specific location and retrieve hazardous waste sites addressed by the Superfund program within the area of interest,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, waste, CERCLIS, Superfund, hazardous waste, sites, NPL, National Priority List, CERCLA, cleanup",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Facilities,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/cerclis.html
http://www.data.gov/details/856,Toxics Release Inventory (TRI) Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated 4 - 6 times per year,The Toxics Release Inventory (TRI) widget allows users to identify facilities in a user-specified area of interest that have toxic releases as reported by the Toxics Release Inventory,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, toxics, toxics release inventory, tri, air releases, land releases, POTW, water releases, pollution, community, community right to know, EPCRA, Section 313, toxic",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Facilities,,U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/tri.html
http://www.data.gov/details/857,UV Index Widget,Environmental Protection Agency,,Geography and Environment,,,,Updated daily,The UV Index Widget displays the ultraviolet (UV) Index providing a daily forecast of the expected risk of overexposure to the sun for a user-specified area of interest,Tool Catalog,Administrative,"Envirofacts, environmental data, EPA, widget, UV, UV Index, ultraviolet, sun, sunlight",,U.S. EPA Office of Environmental Information,U.S. EPA Envirofacts Warehouse,Cities,,Select cities across the U.S.,,,,USEPA,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/enviro/widgets/uv.html
http://www.data.gov/details/858,Annual Electric Generator Report,Department of Energy,Energy Information Administration,Energy and Utilities,1986,February 2009,2007,annual,"This is a generator level data file that includes specific information about generators at electric power plants owned and operated by electric utilities and nonutilities (including independent power producers, combined heat and power producers, and other industrials). The file contains generator-specific information such as initial date of commercial operation, prime movers, generating capacity, energy sources, status of existing and proposed generators, proposed changes to existing generators, county and State location (including power plant address), ownership, and FERC qualifying facility status. Also included are data related to the ability to use multiple fuels; specifically, data on co-firing and fuel switching are included.",Raw Data Catalog,Statistical,"annual data, utility, plants, electric generator, EIA-860, in-service date, energy source, nameplate capacity, summer capability,  winter capability, capacity, summer capacity, winter capacity, fuel switching, nonutility, nonutility capacity, proposed capacity, proposed generators, proposed plants, combined heat and power generator, electric utility, generator, generator retirement date, planned capacity, Department of Energy, DOE",<a href="http://www.eia.doe.gov/cneaf/electricity/page/eia860.html">http://www.eia.doe.gov/cneaf/electricity/page/eia860.html</a>,<a href="http://www.eia.doe.gov/fuelelectric.html">http://www.eia.doe.gov/fuelelectric.html</a>,<a href="http://www.eia.doe.gov/cneaf/electricity/page/eia860.html">http://www.eia.doe.gov/cneaf/electricity/page/eia860.html</a>,Electric generating plants,State,All 50 States and the District of Columbia,"Energy Information Administration Form EIA-860, Annual Electric Generator Report",<a href="http://www.eia.doe.gov/cneaf/electricity/forms/eia860.pdf">http://www.eia.doe.gov/cneaf/electricity/forms/eia860.pdf</a>,<a href="http://www.eia.doe.gov/cneaf/electricity/forms/eia860.pdf">http://www.eia.doe.gov/cneaf/electricity/forms/eia860.pdf</a> ,Energy Information Administration,Yes,Yes,<a href="http://www.eia.doe.gov/cneaf/electricity/forms/eia860.pdf">http://www.eia.doe.gov/cneaf/electricity/forms/eia860.pdf</a>,,,<a href="http://www.eia.doe.gov/cneaf/electricity/forms/eia860.pdf">http://www.eia.doe.gov/cneaf/electricity/forms/eia860.pdf</a>,Form EIA-860 is a mandatory census.  No sampling. ,"Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>","Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>",<a href="http://www.eia.doe.gov/cneaf/electricity/forms/eia860.pdf">http://www.eia.doe.gov/cneaf/electricity/forms/eia860.pdf</a>,"Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>","Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>","Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>","Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>",,,,,,,,http://www.eia.doe.gov/pub/electricity/f860y07.zip ,3.301 MB,,,,,,,
http://www.data.gov/details/859,Annual Electric Power Industry Database,Department of Energy,Energy Information Administration,Energy and Utilities,January 1985 to collect data as of year-end 1984,March 2009 for 2007 data ,2007,annual,"This is electric utility data in seven files that include information on generation, electric purchases, peak load, sales, revenues, customer counts, demand-side management programs, green pricing, net metering programs, and distributed generation capacity.",Raw Data Catalog,Statistical,"demand side management, DSM, electric utility, peak load, generation, electric purchases, sales, revenues, customer counts, class of service, control area operators, energy balance, energy efficiency, load management effects and expenditures, Form EIA-861, power marketers, green pricing, RECs, net metering, AMI, AMR, advanced metering, location of distribution equipment, distributed generation, dispersed generation, control area operators, North American Electric Council, NERC, energy efficiency, energy effects, incremental effects, annual effects, actual peak reduction, potential peak reduction, Department of Energy, DOE",<a href="http://www.eia.doe.gov/cneaf/electricity/page/eia861.html">http://www.eia.doe.gov/cneaf/electricity/page/eia861.html</a>,<a href="http://www.eia.doe.gov/fuelelectric.html">http://www.eia.doe.gov/fuelelectric.html</a>,<a href="http://www.eia.doe.gov/cneaf/electricity/page/eia861.html">http://www.eia.doe.gov/cneaf/electricity/page/eia861.html</a>,Electric utilities & power marketers,"County (only if the company owns a distribution system), otherwise State.","All 50 States, the District of Columbia, the Dominion of Puerto Rico, and the Territories of American Samoa, Guam, and the Virgin Islands.","Energy Information Administration Form EIA-861, Annual Electric Power Industry Report - e-File system, internet, fax, mail ",<a href="http://www.eia.doe.gov/cneaf/electricity/forms/eia861.pdf">http://www.eia.doe.gov/cneaf/electricity/forms/eia861.pdf</a>,<a href="http://www.eia.doe.gov/cneaf/electricity/forms/eia861.pdf">http://www.eia.doe.gov/cneaf/electricity/forms/eia861.pdf</a> ,Energy Information Administration,Yes,Yes,<a href="http://www.eia.doe.gov/cneaf/electricity/forms/eia861.pdf">http://www.eia.doe.gov/cneaf/electricity/forms/eia861.pdf</a>,,,<a href="http://www.eia.doe.gov/cneaf/electricity/forms/eia861.pdf">http://www.eia.doe.gov/cneaf/electricity/forms/eia861.pdf</a>,Form EIA-861 is a mandatory census.  No sampling. ,"Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>","Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>",<a href="http://www.eia.doe.gov/cneaf/electricity/forms/eia861.pdf">http://www.eia.doe.gov/cneaf/electricity/forms/eia861.pdf</a>,"Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>","Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>","Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>","Tech Notes, <a href=""http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf"">http://www.eia.doe.gov/cneaf/electricity/epa/epa.pdf</a>",,,,,,,,http://www.eia.doe.gov/pub/electricity/f86107.zip ,1.11 MB,,,,,,,
http://www.data.gov/details/860,International Energy Statistics ,Department of Energy,Energy Information Administration,Energy and Utilities,January 2009,August 2009,Monthly Data updates,Monthly,"Country specific data by year, month and quarter.  Most data are available back to 1980. Fuel production, consumption, imports, exports, capacity, stocks, emissions, heat contents, and conversion factors; as well as population, as available for all fuels and countries. ",Tool Catalog,Statistical,"international energy statistics by country, energy production, energy consumption, fuel stocks, reserves, oil reserves, coal reserves, natural gas reserves, imports, exports, CO2 emissions, carbon emissions, heat content, biofuels, renewable fuel, electricity, generation, OPEC oil supply, OPEC oil production,  OECD oil supply, OECD oil production, oil, petroleum, natural gas, coal, Department of Energy, DOE ",<a href="http://tonto.eia.doe.gov/cfapps/ipdbproject/IEDIndex3.cfm?tid=50&pid=53&aid=1">http://tonto.eia.doe.gov/cfapps/ipdbproject/IEDIndex3.cfm?tid=50&pid=53&aid=1</a>,<a href="http://www.eia.doe.gov/emeu/international/contents.html">http://www.eia.doe.gov/emeu/international/contents.html</a>,<a href="http://tonto.eia.doe.gov/cfapps/ipdbproject/IEDIndex3.cfm">http://tonto.eia.doe.gov/cfapps/ipdbproject/IEDIndex3.cfm</a>,Country,Country,World,The data are assembled by EIA analysts from a large variety of published sources.  The International Energy Agency and the United Nations provide important source data.  These data are not based on EIA surveys.,n/a,<a href="http://tonto.eia.doe.gov/cfapps/ipdbproject/docs/IPMNotes.html">http://tonto.eia.doe.gov/cfapps/ipdbproject/docs/IPMNotes.html</a> ,Energy Information Administration,Yes,Yes,<a href="http://tonto.eia.doe.gov/cfapps/ipdbproject/docs/IPMNotes.html">http://tonto.eia.doe.gov/cfapps/ipdbproject/docs/IPMNotes.html</a> ,<a href="http://www.eia.doe.gov/emeu/iea/geograph2006.html">http://www.eia.doe.gov/emeu/iea/geograph2006.html</a> ,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eia.doe.gov/oiaf/forecasting.html,
